"","playerID","yearID","IPouts","WAR","pops","scale_WAR","WAR_talent"
"774","garzama01",2009,609,3.58,15145354,25.06,80215.4489654614
"775","ramospe01",1960,822,4.47,4895000,31.29,80149.7804608078
"776","lidgebr01",2004,284,3.79,14609344,26.53,79785.1644759415
"777","honeyri01",1983,641,4,10782076.6801872,28,79731.0571320103
"778","youmafl01",1986,657,3.69,10673944,25.83,79616.0721193013
"779","lopated01",1947,758,5.53,2430400,38.71,79243.4132266979
"780","laskebi01",1982,568,4.15,11095136,29.05,79138.3529486136
"781","worleva01",2011,395,3.31,15517458,23.17,78903.7297264611
"782","graveke01",2016,558,3.51,16783888,24.57,78837.3873199457
"783","harvebr01",1993,207,3.97,11494254,27.79,78768.9917162889
"784","blairwi01",1997,525,3.81,13063534,26.67,78719.0886551385
"785","rodrifr03",2006,219,3.7,14838304,25.9,78604.8019895831
"786","travebi01",1976,720,4.47,9549552,31.29,78536.6119867873
"787","duensbr01",2010,392,3.61,15238000,25.27,78360.9759232244
"788","bosweda01",1967,668,4.62,6712032,32.34,78338.157509113
"789","morrobr01",2012,374,3.1,15788192,21.7,78248.7977035694
"790","ontivst02",1994,346,3.3,11907616,23.1,78229.3299368038
"791","erickro01",1980,574,3.95,10911000,27.65,78161.4966831543
"792","novaiv01",2013,418,3.33,16050202,23.31,77829.0240550383
"793","lapoida01",1988,640,3.74,10372091.275,26.18,77565.8854304243
"794","gagneer01",2003,247,3.68,14487586,25.76,77202.9995781999
"795","francje01",2007,646,3.92,14945506,27.44,77161.1674817312
"796","suppaje01",2003,612,3.68,14487586,25.76,77145.5311824689
"797","maholpa01",2008,619,3.96,15047856,27.72,77014.9229332633
"798","jacksmi02",1998,192,3.8,13420784,26.6,76471.6226087792
"799","flanami01",1979,797,3.81,10567557,26.67,76079.2104358774
"800","portuma01",1993,624,3.81,11494254,26.67,75944.5842423672
"801","lidleco01",2001,564,3.45,14229514,24.15,75938.0158770145
"802","scottji01",1913,937,7.59,1429560,53.13,75857.0514349621
"803","akerja01",1966,339,4.63,6436808,32.41,75830.3767405821
"804","henrybu01",1994,322,3.26,11907616,22.82,75751.5462687766
"805","woodrbr01",2019,365,2.9,17439058,20.3,75666.9061936051
"806","hollade01",2013,639,3.18,16050202,22.26,75576.490170279
"807","mccarbr01",2011,512,3.29,15517458,23.03,75559.483686151
"808","leskacu01",1995,294,3.82,12306950,26.74,75491.2350239028
"809","galarar01",2008,536,3.95,15047856,27.65,75423.9350963482
"810","sorrevi01",1930,700,5.81,2281600,40.67,75361.7375071234
"811","marquja01",2009,648,3.48,15145354,24.36,75323.2532670136
"812","sadecra01",1961,668,4.03,7040736,28.21,75262.152929147
"813","whitnji01",1883,1542,11.35,563709,79.45,75090.0527918472
"814","mogrige01",1921,866,6.86,1832887,48.02,75081.6965715663
"815","whiteer01",1941,630,5.42,2738457.14285714,37.94,74849.6009133332
"816","portebo01",1952,694,5.34,3186155.55555556,37.38,74845.9427230662
"817","medicdo01",1973,705,4.82,8550033,33.74,74591.2148998445
"818","barrifr01",1977,694,4.34,9886833,30.38,74523.0956766168
"819","brettke01",1976,609,4.23,9549552,29.61,74517.7099259796
"820","bailero01",1997,573,3.74,13063534,26.18,74508.0693415327
"821","campri01",1981,228,2.78,11187504,19.46,74369.0039517728
"822","leakemi01",2015,576,2.95,16548050,20.65,74286.6265010959
"823","solomed01",1981,381,2.78,11187504,19.46,74274.5913965707
"824","raudo01",1976,693,4.21,10259316,29.47,74057.8940183752
"825","niggejo01",1942,619,4.74,2692328.57142857,33.18,74037.8998011591
"826","norrida01",2019,433,2.89,17439058,20.23,73999.5407657718
"827","johnsbo03",1970,642,4.47,7569000,31.29,73985.0987860626
"828","rowesc01",1940,507,4.99,2782500,34.93,73800.2271738299
"829","hermadu01",1999,649,3.43,13764006,24.01,73786.5019352628
"830","masonmi01",1984,553,3.89,10666320,27.23,73765.3950258404
"831","magrajo01",1988,496,3.69,10432316,25.83,73746.8780193888
"832","chaveje01",2018,286,3.18,17229392,22.26,73548.798348392
"833","hammeja01",2014,529,3.26,16303488,22.82,73310.2148079102
"834","newmafr01",1965,782,4.36,6166800,30.52,73162.4551770133
"835","lonboji01",1974,849,4.53,9726976,31.71,73157.4462535111
"836","gonzami03",2012,316,3.04,15788192,21.28,73086.4974707372
"837","snellia01",2007,624,3.65,14945506,25.55,72997.7017200121
"838","fitzmal01",1975,726,4.02,9214325,28.14,72783.7155241003
"839","harshja01",1958,709,3.99,4545500,27.93,72769.5880716139
"840","deckejo01",1974,746,4.65,8881152,32.55,72754.9674958965
"841","giustda01",1968,753,4.2,8281864,29.4,72544.2183918787
"842","erskica01",1953,740,4.22,4406100,29.54,72518.7001340772
"843","sturdto01",1957,605,3.79,4370750,26.53,72410.4230841139
"844","hraboal01",1975,292,3.9,9995200,27.3,72344.585014854
"845","charlno01",1990,463,3.78,10170000,26.46,72328.1535620606
"846","rawlesh01",1985,596,3.96,10787000,27.72,71977.9029102604
"847","anderty01",2016,343,3.22,16783888,22.54,71866.5207769945
"848","lagrole01",1977,296,4.19,9886833,29.33,71721.5258366673
"849","osterfr01",1944,739,5.45,2593814.28571429,38.15,71554.5992042734
"850","tayloja02",1902,1001,9.2,876708,64.4,71526.1409103659
"851","braxtga01",1928,655,5.9,2177728,41.3,71497.9905557517
"852","ventuyo01",2014,549,3.2,16303488,22.4,71476.9880832665
"853","kindeel01",1953,321,4.36,3426966.66666667,30.52,71475.2311890392
"854","bridgto01",1936,884,6.43,2576332,45.01,71378.0784336216
"855","colboji01",1973,943,4.68,8550033,32.76,71358.7236164502
"856","coombja01",1910,1059,9.47,1282500,66.29,71356.033153539
"857","youngch03",2007,519,3.63,14945506,25.41,71326.7626326582
"858","shower01",1986,409,3.54,10673944,24.78,71184.2046449852
"859","harrigr02",1993,676,3.76,11494254,26.32,71173.927680514
"860","scurrro01",1982,311,3.74,11095136,26.18,71124.6185053056
"861","familje01",2015,234,2.92,16548050,20.44,71034.4573848023
"862","warread01",2015,394,2.92,16548050,20.44,70990.5932497557
"863","waitsri01",1978,691,4.06,10226168,28.42,70975.305399501
"864","guzmajo01",1991,509,4.11,10625446,28.77,70919.2125582353
"865","desclan01",2019,500,2.87,17439058,20.09,70891.5759310544
"866","reynosh01",1996,717,3.6,12692256,25.2,70693.3113130672
"867","pettyje01",1927,815,6.5,2126683,45.5,70621.4721805212
"868","lavelga01",1977,355,4.03,10519324,28.21,70446.5625811653
"869","tylerle01",1918,808,6.69,1682260,46.83,70435.5951470692
"870","diazed04",2018,220,3.15,17229392,22.05,70405.455907729
"871","scarbra01",1948,556,5.19,2527922.22222222,36.33,70397.5492561929
"872","andreiv01",1935,640,6.46,2526000,45.22,70375.1952326086
"873","lannajo01",2009,619,3.37,15145354,23.59,70282.4582153988
"874","hollagr01",2013,201,3.11,16050202,21.77,70266.632615929
"875","ventejo01",2011,264,3,15517458,21,70225.5043265733
"876","bosmadi01",1970,692,4.24,7569000,29.68,70085.6068155265
"877","duchsju01",2008,425,3.86,15047856,27.02,69893.7810977488
"878","reedro01",1975,751,3.76,9995200,26.32,69821.1841612341
"879","lampde01",1979,601,3.66,11027016,25.62,69814.3602047804
"880","schatda01",1980,578,3.47,10911000,24.29,69718.4695094707
"881","riverfe01",2019,180,2.86,17439058,20.02,69663.803252107
"882","benitar01",1999,234,3.33,13764006,23.31,69645.1469723785
"883","robinje02",1988,516,3.68,10352680,25.76,69487.8835856047
"884","wachami01",2015,544,2.88,16548050,20.16,69454.3565003266
"885","stratmo01",1937,494,4.86,2627148,34.02,69287.6360807846
"886","roberna01",2006,626,3.39,14838304,23.73,69109.0939623749
"887","willeca01",1963,549,4.27,7408384,29.89,69023.8569089072
"888","bibbyji01",1980,715,3.45,11274700,24.15,69023.6341887066
"889","garresc01",1989,580,4.04,10303744,28.28,68937.8558858227
"890","sosajo02",2005,402,3.51,14726250,24.57,68660.9085013649
"891","mcgafan01",1986,428,3.48,10673944,24.36,68501.0114617321
"892","bairdo01",1978,301,3.99,10775224,27.93,68437.6391449506
"893","garlawa01",1977,848,4.05,9886833,28.35,68421.525442748
"894","forstte01",1973,518,4.52,8550033,31.64,68411.1984146896
"895","assenpa01",1990,309,3.73,10170000,26.11,68349.3460011407
"896","cordefr01",2004,215,3.61,14609344,25.27,68323.0671058903
"897","coopewi01",1917,893,7.08,1630960,49.56,68211.567456774
"898","bummeaa01",2019,203,2.81,17439058,19.67,68165.535803824
"899","renkost01",1973,749,4.33,9454644,30.31,68043.9765427526
"900","oliveda02",1999,589,3.31,13764006,23.17,68032.749869397
"901","mastewa02",1947,759,5.35,2430400,37.45,68010.3664191387
"902","overaor01",1909,855,7.31,1229697,51.17,67888.7932444719
"903","capuach01",2006,664,3.36,14838304,23.52,67565.4047373014
"904","nashji01",1966,381,4.24,6436808,29.68,67535.0678238969
"905","sanchjo01",2010,580,3.24,15238000,22.68,67505.0177416221
"906","dragodi01",1971,724,4.12,7893957,28.84,67370.6602747189
"907","lopezre01",2018,566,3.06,17229392,21.42,67353.2928817608
"908","heredgi01",2000,596,3.38,14093200,23.66,67323.3218065644
"909","lawrebr02",2002,630,3.28,14360976,22.96,67254.5733735734
"910","draveda01",1985,644,3.67,10787000,25.69,67208.9610558458
"911","dicksmu01",1952,833,4.93,3963266.66666667,34.51,66978.6070428412
"912","yateski01",2019,182,2.79,17439058,19.53,66928.8372717004
"913","mulhote01",1993,573,3.71,11494254,25.97,66921.6048139336
"914","mccoobi01",1966,316,4,7940296,28,66590.4168481382
"915","shautjo01",1924,852,5.63,1977112,39.41,66589.7907334894
"916","davisst02",1984,675,3.78,10666320,26.46,66582.9657951389
"917","janseke01",2017,205,2.9,17011002,20.3,66487.058826022
"918","odayda01",2015,196,2.76,16548050,19.32,66309.1132106074
"919","brothre01",2013,202,3.09,16050202,21.63,66268.7667940433
"920","smithed04",1941,790,5.32,2738457.14285714,37.24,66143.6816797379
"921","hibbagr01",1990,633,3.67,10170000,25.69,66104.1878467604
"922","manaese01",2016,434,3.06,16783888,21.42,66061.050890204
"923","bickfve01",1950,935,5,3147500,35,65863.9823694331
"924","johnske02",1963,672,4.13,7408384,28.91,65855.8886275748
"925","bonhabi01",1977,644,3.74,10519324,26.18,65803.9840716893
"926","harrisl01",1925,758,6,2026375,42,65679.328195147
"927","paddach01",2019,422,2.74,17439058,19.18,65631.1085626027
"928","bowmabo01",1939,508,4.94,2730232,34.58,65335.7469691261
"929","mathegr01",1987,593,3.35,10555716,23.45,65322.1040452127
"930","davieza01",2017,574,2.89,17011002,20.23,65270.5798034936
"931","ellissa01",1965,791,3.85,7765600,26.95,65239.3029802258
"932","pavliro01",1995,575,3.44,12306950,24.08,65195.1164965153
"933","sturtta01",2001,586,3.29,14229514,23.03,65174.8903154196
"934","downial01",1967,605,4.53,6712032,31.71,65154.6755745422
"935","saitota01",2007,193,3.47,14945506,24.29,64986.2538122673
"936","leebo01",1965,394,4.11,6166800,28.77,64985.4424104419
"937","peterfr01",1969,816,4.7,7278128,32.9,64875.7237487404
"938","hahnno01",1900,934,6.36,781200,44.52,64808.9938062609
"939","ritchto01",1999,518,3.26,13764006,22.82,64706.1696566972
"940","frymawo01",1976,649,3.9,10259316,27.3,64496.4245497481
"941","oroscje01",1983,330,3.82,10997596,26.74,64402.6273963592
"942","donnebr01",2003,222,3.36,14487586,23.52,64385.410328111
"943","blackni01",2009,617,3.25,15145354,22.75,64348.9326196825
"944","drottdi01",1957,687,3.24,6119050,22.68,64261.6766632256
"945","arroyfe01",1977,628,3.77,9886833,26.39,64248.2490865573
"946","dukeza01",2005,254,3.39,14726250,23.73,64239.3606684805
"947","ortizra01",2002,652,3.09,14360976,21.63,64188.4915914632
"948","mcjamdo01",1898,1122,8.12,754308,56.84,64180.6290196262
"949","bryancl01",1938,811,5.06,2678448,35.42,64158.719241812
"950","jacksal01",1966,698,3.95,7940296,27.65,64147.5203066809
"951","breweto01",1956,733,4.93,4196000,34.51,64120.7168338476
"952","lopezal02",2000,556,3.34,14093200,23.38,64111.9033440421
"953","hedlumi01",1971,617,4.11,7893957,28.77,63991.40997805
"954","kargeed01",1907,942,6.74,1125873,47.18,63906.7891132499
"955","chambjo03",2008,301,3.52,15047856,24.64,63813.0868217784
"956","blassst01",1971,720,4.02,8897656,28.14,63787.8573703338
"957","meltocl01",1937,744,4.85,2627148,33.95,63778.9674621737
"958","rodrife01",2001,241,3.23,14229514,22.61,63609.5413079894
"959","francea01",1962,528,4.03,7225864,28.21,63581.5720921349
"960","shawje01",1997,284,3.64,13063534,25.48,63548.6171540477
"961","bellga01",1966,763,4.19,6436808,29.33,63544.7609881535
"962","nenro01",1998,266,3.38,13420784,23.66,63359.1214992186
"963","baileho02",2013,627,3,16050202,21,63271.0649100821
"964","galleza01",2019,240,2.66,17439058,18.62,63217.2602656532
"965","ankieri01",2000,525,3.33,14093200,23.31,63177.9378376006
"966","earnsge01",1929,764,5.68,2229367,39.76,63155.0801855668
"967","herreke01",2014,210,2.79,16303488,19.53,63089.3840199149
"968","adamsmi03",2011,221,2.91,15517458,20.37,63044.831230999
"969","rojasme01",1992,302,3.89,11066864,27.23,62896.3217655669
"970","bergebr02",2009,370,3.14,15145354,21.98,62872.9430594971
"971","pfeffje01",1914,947,7.61,1479340,53.27,62746.1345523912
"972","kelleha01",1936,706,6.16,2576332,43.12,62678.1226863776
"973","mamaual01",1915,756,6.14,1529500,42.98,62493.9449595613
"974","howelke01",1989,612,3.97,10303744,27.79,62487.4816756259
"975","jonessa01",1921,896,6.66,1832887,46.62,62404.5325859151
"976","krukomi01",1986,735,3.4,10673944,23.8,62403.7987614423
"977","foytapa01",1957,637,3.68,4370750,25.76,62275.342715205
"978","mooredo01",1985,309,3.62,10594375,25.34,62274.3844788699
"979","hughedi01",1967,667,4.15,8112384,29.05,62258.3997723818
"980","pricejo02",1983,432,3.8,10997596,26.6,62173.4905844921
"981","brantje01",1990,260,3.61,10170000,25.27,62124.8871806819
"982","kuoho01",2010,180,3.17,15238000,22.19,62064.8127122295
"983","marotmi01",2004,651,3.29,14609344,23.03,62002.9344706709
"984","claudal01",2017,248,2.87,17011002,20.09,61973.7452433964
"985","wyseha01",1945,835,4.92,2541428.57142857,34.44,61929.1958052082
"986","ogeach01",1995,319,3.36,12306950,23.52,61902.3251626114
"987","montgjo01",2017,466,2.87,17011002,20.09,61898.3755309011
"988","frankry01",2003,636,3.3,14487586,23.1,61765.9282703825
"989","deanpa01",1935,809,5.58,2526000,39.06,61698.9541914883
"990","sherrge01",2009,207,3.12,15145354,21.84,61696.2503859516
"991","deshaji01",1988,621,3.52,10432316,24.64,61536.2169209573
"992","munozbo01",1994,313,2.81,11907616,19.67,61529.7292268667
"993","henketo01",1987,282,3.33,10437555,23.31,61490.8901196734
"994","greento01",1993,600,3.61,11494254,25.27,61490.6449514268
"995","diamosc01",2012,519,2.64,15788192,18.48,61476.3892294542
"996","bonhati01",1943,677,4.9,2644114.28571429,34.3,61469.1693998269
"997","barkele01",1982,734,3.62,10797280,25.34,61379.2197131012
"998","linzyfr01",1965,245,3.82,7765600,26.74,61306.6968602231
"999","garbege01",1978,351,3.88,10775224,27.16,61138.4237281691
"1000","haderjo01",2019,227,2.62,17439058,18.34,61044.5325883981
"1001","campbda02",1977,266,3.66,10519324,25.62,60997.2478332618
"1002","facero01",1962,273,4.01,7225864,28.07,60996.9979408145
"1003","fulghjo01",1979,438,3.57,11027016,24.99,60786.1433265677
"1004","tekulke01",1983,297,3.78,10997596,26.46,60768.7988690796
"1005","streehu01",2014,178,2.75,16303488,19.25,60755.7705272238
"1006","lancale01",1989,218,3.94,10303744,27.58,60715.1971189659
"1007","bardda01",2010,224,3.13,15238000,21.91,60598.3185017734
"1008","percitr01",1996,222,3.38,12692256,23.66,60550.8492307926
"1009","suzukma01",2000,566,3.23,14093200,22.61,60469.777463585
"1010","garvije01",1980,248,3.43,10911000,24.01,60462.8106269212
"1011","troutst01",1984,570,3.63,10894884,25.41,60323.3597342606
"1012","zumayjo01",2006,250,3.19,14838304,22.33,60302.2332556015
"1013","cookry01",2012,220,2.61,15788192,18.27,60240.5797816534
"1014","dysonsa01",2016,211,2.86,16783888,20.02,60121.4045438183
"1015","padilvi01",2002,618,2.98,14360976,20.86,60104.0470421563
"1016","melanma01",2016,214,2.86,16783888,20.02,60084.2888860263
"1017","stobbch01",1956,720,4.89,4196000,34.23,60027.8275319423
"1018","lirafe01",1995,439,3.24,12306950,22.68,59952.1572106424
"1019","bellhe01",2007,281,3.27,14945506,22.89,59795.541256132
"1020","handbr01",2017,238,2.86,17011002,20.02,59669.0927805412
"1021","learyti01",1986,565,3.38,10518120,23.66,59486.6223922277
"1022","rosentr01",2015,206,2.6,16548050,18.2,59392.4435475584
"1023","rootch01",1926,814,5.23,2076232,36.61,59383.4924059556
"1024","benesal01",1997,485,3.47,13063534,24.29,59219.423390944
"1025","warthda01",1975,503,3.45,9995200,24.15,59217.1236458854
"1026","botteke01",1999,571,3.15,13764006,22.05,59216.9579056657
"1027","seoja01",2003,565,3.27,14487586,22.89,59122.2182611658
"1028","palmeda01",1986,629,3.37,10673944,23.59,59096.3687205309
"1029","reynoar02",1996,506,3.36,12692256,23.52,59050.2306051551
"1030","grissma01",1956,242,3.88,5874400,27.16,59025.4657785536
"1031","soriara01",2012,203,2.56,15788192,17.92,59023.3585835053
"1032","frencla01",1940,738,4.87,2782500,34.09,59017.1860231511
"1033","maedake01",2016,527,2.85,16783888,19.95,59000.6946172342
"1034","friedma01",2019,497,2.61,17439058,18.27,58942.8690086056
"1035","reardje01",1982,327,3.51,11095136,24.57,58922.2029274691
"1036","muncrbo01",1941,643,4.59,2738457.14285714,32.13,58918.7127511568
"1037","dobsopa01",1974,843,4.27,8881152,29.89,58855.3083683627
"1038","reulbed01",1905,875,8.29,1024425,58.03,58834.9119713395
"1039","schumha02",1933,776,5.25,2426788,36.75,58772.2930664876
"1040","neshepa01",2017,187,2.83,17011002,19.81,58668.5673930254
"1041","mcgeeja01",2014,214,2.65,16303488,18.55,58529.3150811758
"1042","hamlilu01",1939,809,4.85,2730232,33.95,58301.4396946046
"1043","bereja01",1994,425,2.77,11907616,19.39,58225.4145981125
"1044","bondeje01",2006,642,3.15,14838304,22.05,58099.8071133512
"1045","hawkian01",1985,686,3.38,10787000,23.66,58088.9097664916
"1046","hudsoch02",1987,464,3.23,10437555,22.61,58011.2467998562
"1047","beazljo01",1942,646,4.33,2692328.57142857,30.31,57946.4419255071
"1048","bohanbr01",1999,592,3.1,13764006,21.7,57870.4177950563
"1049","daleybu01",1959,649,4.29,4720250,30.03,57831.450344921
"1050","hearnji01",1955,680,3.43,5361666.66666667,24.01,57796.4342951643
"1051","glasnty01",2019,182,2.58,17439058,18.06,57782.8559384652
"1052","devench02",2016,325,2.81,16783888,19.67,57766.5565232978
"1053","swarzan01",2017,232,2.77,17011002,19.39,57656.5088438975
"1054","mcculla01",1986,408,3.34,10673944,23.38,57622.3515171435
"1055","rapppa01",1995,502,3.21,12306950,22.47,57509.6883661359
"1056","castege01",1938,844,4.96,2678448,34.72,57493.8442556712
"1057","marmoca01",2007,208,3.02,14945506,21.14,57478.946467159
"1058","pelfrmi01",2008,602,3.3,15047856,23.1,57463.4155051937
"1059","robindo01",1978,685,3.47,10775224,24.29,57386.4103956132
"1060","birddo01",1981,386,2.35,11050215.2953368,16.45,57380.455611843
"1061","pinedmi01",2014,229,2.62,16303488,18.34,57341.124696666
"1062","carrocl02",1966,433,3.69,7940296,25.83,57227.2593168037
"1063","zachrpa01",1976,612,3.57,10259316,24.99,57169.3538980036
"1064","holmabr01",1991,586,3.62,10625446,25.34,57154.5331822546
"1065","drewska01",1952,686,4.69,3963266.66666667,32.83,57150.0206315885
"1066","worreto01",1987,284,3.19,10555716,22.33,57046.6854815719
"1067","hasegsh01",2003,219,3.23,14487586,22.61,57033.2402876499
"1068","robleha01",2019,218,2.57,17439058,17.99,57025.7589304841
"1069","lylesp01",1977,411,3.65,9886833,25.55,56925.0391940356
"1070","millebo04",1971,296,3.86,8897656,27.02,56899.1317095016
"1071","stockwe01",1964,341,4.2,5902008,29.4,56797.3067472258
"1072","rogovsa01",1951,650,4.95,2953111.11111111,34.65,56766.1660091947
"1073","brocado01",1999,246,3.08,13764006,21.56,56749.261719978
"1074","chacigu01",2005,609,3.22,14726250,22.54,56742.3694707129
"1075","mcmahdo02",1962,239,3.82,7225864,26.74,56697.0019058943
"1076","quantpa01",1997,264,3.2,13063534,22.4,56574.2196969527
"1077","branded01",1931,750,5.5,2329512,38.5,56573.3258650633
"1078","anderla02",1990,287,3.54,10170000,24.78,56537.4768453076
"1079","watsoto01",2014,232,2.61,16303488,18.27,56486.9907516803
"1080","ottavad01",2018,233,2.63,17229392,18.41,56459.7655812899
"1081","brunege01",1965,591,4.04,6166800,28.28,56383.403319404
"1082","ruschgl01",2004,389,3.06,14609344,21.42,56364.181759439
"1083","armasto02",2001,590,3.06,14229514,21.42,56146.3959690729
"1084","bradeda01",2009,410,2.87,15145354,20.09,56008.7269764271
"1085","anderbr04",2019,528,2.52,17439058,17.64,55938.9815549399
"1086","macfada01",1936,800,5.71,2576332,39.97,55908.6862129607
"1087","affelje01",2003,378,3.16,14487586,22.12,55863.0975821812
"1088","rhinebi01",1890,1204,10.98,651300,76.86,55695.4763451234
"1089","normafr01",1977,664,3.41,10519324,23.87,55396.9697317901
"1090","okajihi01",2007,207,2.93,14945506,20.51,55396.1296403247
"1091","rueteki01",2002,611,2.85,14360976,19.95,55383.2176386126
"1092","wrighja02",2004,559,2.94,14609344,20.58,55275.8349603826
"1093","chenbr01",2010,421,2.88,15238000,20.16,55228.9285105118
"1094","slatoji01",1976,878,3.62,9549552,25.34,55205.8581623409
"1095","lollati01",1982,698,3.39,11095136,23.73,55170.079183494
"1096","grimsro02",1974,887,3.98,8881152,27.86,55102.5093316484
"1097","jonesna01",2012,215,2.47,15788192,17.29,55029.1517619618
"1098","ohse01",2016,239,2.74,16783888,19.18,54990.5590372121
"1099","thornma01",2009,217,2.75,15145354,19.25,54903.0099682278
"1100","hallto01",1970,466,3.92,7569000,27.44,54891.6856385994
"1101","burkhke01",1945,652,4.6,2541428.57142857,32.2,54850.6141293576
"1102","mohorda01",1987,298,3.13,10437555,21.91,54808.5611480686
"1103","sherrla01",1959,283,3.58,6608350,25.06,54762.4694755383
"1104","grissle01",1937,671,4.54,2627148,31.78,54756.7112332865
"1105","greench03",2017,207,2.71,17011002,18.97,54756.4334148769
"1106","morrijo04",1922,859,6.25,1880368,43.75,54598.3249084995
"1107","keougma02",1980,750,3.26,10911000,22.82,54456.8950348809
"1108","freemhe01",1955,280,3.28,5336134.92063492,22.96,54327.9392627447
"1109","aceveal01",2011,342,2.73,15517458,19.11,54246.744653279
"1110","matusbr01",2010,527,2.84,15238000,19.88,54246.3961565682
"1111","vogelry01",2011,539,2.73,15517458,19.11,54208.8883069127
"1112","camacer01",1984,300,3.43,10666320,24.01,54132.0647222769
"1113","slocuhe01",1996,250,3.11,12692256,21.77,54094.396882355
"1114","iglesra01",2016,235,2.73,16783888,19.11,54064.0524939668
"1115","willial03",1981,450,2.31,10856295,16.17,54044.1798279084
"1116","johnssy01",1935,524,5.14,2526000,35.98,53968.466430496
"1117","kellyjo05",2013,372,2.86,16050202,20.02,53956.6826636151
"1118","hawkila01",2003,232,3.13,14487586,21.91,53929.7876490628
"1119","williwo02",2003,662,3.13,14487586,21.91,53888.783851085
"1120","mahafar01",1960,280,3.16,6853000,22.12,53884.066448232
"1121","barrija01",2018,388,2.59,17229392,18.13,53842.5120323452
"1122","storedr01",2014,169,2.54,16303488,17.78,53744.2060094391
"1123","russeje01",1992,199,3.32,11066864,23.24,53722.6271466701
"1124","bottari01",1995,263,2.99,12306950,20.93,53674.3531272717
"1125","rekarbr01",2000,520,3.05,14093200,21.35,53647.2596208414
"1126","anderco01",2015,274,2.51,16548050,17.57,53530.8015809606
"1127","smithfr03",1909,1095,7.14,1229697,49.98,53496.2774352539
"1128","niedeto01",1983,284,3.56,10997596,24.92,53426.3469950002
"1129","babicjo01",1940,688,4.79,2782500,33.53,53423.8814407954
"1130","reedad01",2016,233,2.72,16783888,19.04,53412.6249719419
"1131","corpama01",2007,234,2.89,14945506,20.23,53410.2327409877
"1132","maysca01",1921,1010,5.93,1832887,41.51,53404.5419904531
"1133","otsukak01",2004,232,2.89,14609344,20.23,53343.3167737885
"1134","peterch01",1998,444,3.18,13420784,22.26,53268.207430269
"1135","lopezwi01",2012,199,2.39,15788192,16.73,53231.0893919589
"1136","bundydy01",2017,509,2.69,17011002,18.83,53207.1615476193
"1137","groombu01",2002,186,2.82,14360976,19.74,53205.7391480333
"1138","stroppe01",2012,199,2.39,15788192,16.73,53193.7287652872
"1139","myersra01",1997,179,3.1,13063534,21.7,53062.1902358968
"1140","leclejo01",2018,173,2.53,17229392,17.71,52991.6987621495
"1141","hoytwa01",1927,769,5.99,2126683,41.93,52984.0328111988
"1142","plunker01",1996,233,2.96,12692256,20.72,52862.960436392
"1143","shielsc01",2003,445,3.11,14487586,21.77,52806.0422553566
"1144","harrigr01",1985,339,3.27,10594375,22.89,52770.4257470344
"1145","rogerta01",2019,207,2.49,17439058,17.43,52756.5916878965
"1146","fergual01",1924,714,5.28,1977112,36.96,52731.0673497771
"1147","eovalna01",2015,463,2.49,16548050,17.43,52714.2523320814
"1148","isrinja01",1995,279,2.96,12306950,20.72,52568.8368290769
"1149","krameja01",1944,771,5.22,2593814.28571429,36.54,52556.183925078
"1150","heskejo01",1985,466,3.25,10787000,22.75,52471.5986364287
"1151","mossido01",1961,721,3.97,5138928,27.79,52341.5381121469
"1152","thigpbo01",1990,266,3.43,10170000,24.01,52279.4110026342
"1153","smithpe02",1988,586,3.29,10432316,23.03,52266.0603154484
"1154","wilsobr01",2010,224,2.79,15238000,19.53,52254.5397082676
"1155","griffaj01",2013,600,2.78,16050202,19.46,52231.3037289096
"1156","rasmude01",1986,606,3.18,10518120,22.26,52191.6675833721
"1157","kitsofr01",1899,980,8.4,767697,58.8,52158.1411479108
"1158","gastomi01",1930,819,5.25,2281600,36.75,52095.8205727959
"1159","ruhleve01",1980,478,3.14,11274700,21.98,52091.7135263372
"1160","mcandji01",1972,482,3.54,9178204,24.78,52016.9956010946
"1161","doolise01",2018,135,2.48,17229392,17.36,52007.9469421635
"1162","johnsba01",1974,365,3.68,8881152,25.76,52007.1852736783
"1163","gileske01",2019,159,2.44,17439058,17.08,51961.7682503084
"1164","urbinug01",1998,208,3.16,13420784,22.12,51961.5203119221
"1165","balfogr01",2008,175,2.91,15047856,20.37,51910.1863624855
"1166","foxho01",1951,684,4.2,3543733.33333333,29.4,51849.0423045042
"1167","weilmca01",1914,900,7.04,1479340,49.28,51782.1510096849
"1168","deleojo01",1991,488,3.38,10625446,23.66,51715.7375497255
"1169","acostcy01",1973,291,4.05,8550033,28.35,51674.0018345859
"1170","bannibr01",2007,495,2.79,14945506,19.53,51665.6737770402
"1171","underto01",1979,681,3.46,10567557,24.22,51654.9986418511
"1172","klinest01",1972,709,3.71,8220968,25.97,51643.1089388744
"1173","jenksbo01",2007,195,2.79,14945506,19.53,51629.7679783216
"1174","falcope01",1976,636,3.22,10259316,22.54,51536.2585934337
"1175","gulledo01",1975,479,3.13,9995200,21.91,51521.5350670677
"1176","walketa01",2017,472,2.58,17011002,18.06,51495.1895296786
"1177","laniema01",1943,640,4.8,2644114.28571429,33.6,51454.6732137842
"1178","pestavi01",2012,210,2.36,15788192,16.52,51427.2052178193
"1179","mcquige01",1908,1079,9.05,1177488,63.35,51368.5638561156
"1180","karstje01",2011,487,2.64,15517458,18.48,51365.8764035131
